"study";"userId";"ES1.1";"ES2.1";"ES3.1";"ES4.1";"ES5.1";"ES6.1";"E1.1";"E2.1";"E3.1";"E4.1";"E5.1";"E6.1";"O1.1";"O2.1";"O3.1";"O4.1";"O5.1";"O6.1";"C1.1";"C2.1";"C3.1";"C4.1";"C5.1";"C6.1";"A1.1";"A2.1";"A3.1";"A4.1";"A5.1";"A6.1";"ES1.2";"ES2.2";"ES3.2";"ES4.2";"ES5.2";"ES6.2";"E1.2";"E2.2";"E3.2";"E4.2";"E5.2";"E6.2";"O1.2";"O2.2";"O3.2";"O4.2";"O5.2";"O6.2";"C1.2";"C2.2";"C3.2";"C4.2";"C5.2";"C6.2";"A1.2";"A2.2";"A3.2";"A4.2";"A5.2";"A6.2";"ES1.3";"ES2.3";"ES3.3";"ES4.3";"ES5.3";"ES6.3";"E1.3";"E2.3";"E3.3";"E4.3";"E5.3";"E6.3";"O1.3";"O2.3";"O3.3";"O4.3";"O5.3";"O6.3";"C1.3";"C2.3";"C3.3";"C4.3";"C5.3";"C6.3";"A1.3";"A2.3";"A3.3";"A4.3";"A5.3";"A6.3";"ES1.4";"ES2.4";"ES3.4";"ES4.4";"ES5.4";"ES6.4";"E1.4";"E2.4";"E3.4";"E4.4";"E5.4";"E6.4";"O1.4";"O2.4";"O3.4";"O4.4";"O5.4";"O6.4";"C1.4";"C2.4";"C3.4";"C4.4";"C5.4";"C6.4";"A1.4";"A2.4";"A3.4";"A4.4";"A5.4";"A6.4";"ES1.5";"ES2.5";"ES3.5";"ES4.5";"ES5.5";"ES6.5";"E1.5";"E2.5";"E3.5";"E4.5";"E5.5";"E6.5";"O1.5";"O2.5";"O3.5";"O4.5";"O5.5";"O6.5";"C1.5";"C2.5";"C3.5";"C4.5";"C5.5";"C6.5";"A1.5";"A2.5";"A3.5";"A4.5";"A5.5";"A6.5";"ES1.6";"ES2.6";"ES3.6";"ES4.6";"ES5.6";"ES6.6";"E1.6";"E2.6";"E3.6";"E4.6";"E5.6";"E6.6";"O1.6";"O2.6";"O3.6";"O4.6";"O5.6";"O6.6";"C1.6";"C2.6";"C3.6";"C4.6";"C5.6";"C6.6";"A1.6";"A2.6";"A3.6";"A4.6";"A5.6";"A6.6";"ES1.7";"ES2.7";"ES3.7";"ES4.7";"ES5.7";"ES6.7";"E1.7";"E2.7";"E3.7";"E4.7";"E5.7";"E6.7";"O1.7";"O2.7";"O3.7";"O4.7";"O5.7";"O6.7";"C1.7";"C2.7";"C3.7";"C4.7";"C5.7";"C6.7";"A1.7";"A2.7";"A3.7";"A4.7";"A5.7";"A6.7";"ES1.8";"ES2.8";"ES3.8";"ES4.8";"ES5.8";"ES6.8";"E1.8";"E2.8";"E3.8";"E4.8";"E5.8";"E6.8";"O1.8";"O2.8";"O3.8";"O4.8";"O5.8";"O6.8";"C1.8";"C2.8";"C3.8";"C4.8";"C5.8";"C6.8";"A1.8";"A2.8";"A3.8";"A4.8";"A5.8";"A6.8";"ES1.9";"ES2.9";"ES3.9";"ES4.9";"ES5.9";"ES6.9";"E1.9";"E2.9";"E3.9";"E4.9";"E5.9";"E6.9";"O1.9";"O2.9";"O3.9";"O4.9";"O5.9";"O6.9";"C1.9";"C2.9";"C3.9";"C4.9";"C5.9";"C6.9";"A1.9";"A2.9";"A3.9";"A4.9";"A5.9";"A6.9";"ES1.10";"ES2.10";"ES3.10";"ES4.10";"ES5.10";"ES6.10";"E1.10";"E2.10";"E3.10";"E4.10";"E5.10";"E6.10";"O1.10";"O2.10";"O3.10";"O4.10";"O5.10";"O6.10";"C1.10";"C2.10";"C3.10";"C4.10";"C5.10";"C6.10";"A1.10";"A2.10";"A3.10";"A4.10";"A5.10";"A6.10"
"study3";"D1E5D550";2;1;0;1;2;1;1;1;2;2;1;2;2;3;3;2;3;3;1;1;2;3;3;3;3;3;3;2;1;3;2;1;3;2;1;3;2;2;2;1;2;3;3;3;3;3;3;1;2;3;3;3;2;2;2;3;3;3;3;3;2;3;3;2;3;3;2;2;2;2;1;2;1;3;3;3;3;0;2;2;2;3;3;3;3;3;3;2;2;2;1;2;1;1;2;2;3;3;2;2;3;3;3;3;3;2;3;0;1;2;3;3;3;2;2;1;3;3;3;3;3;3;2;3;2;2;2;3;2;3;3;3;2;3;3;3;3;2;3;2;2;2;3;3;2;3;3;3;3;3;1;2;1;1;2;0;3;3;2;3;3;3;2;2;2;2;2;2;2;1;3;2;2;2;1;2;1;3;3;3;3;0;0;0;1;1;3;2;2;2;2;2;3;3;3;3;3;2;1;1;1;2;2;0;0;1;1;1;3;3;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;2;2;1;2;2;2;2;0;1;1;3;3;3;3;0;2;2;3;3;2;3;2;2;2;2;1;2;3;3;2;2;2;1;3;3;3;2;3;2;3;3;1;3;1;1;1;1;2;3;3;2;1;2;0;1;2;3;2;3;3;1;3;1;3;3;3;3;0;3;3;3;2;3
"study3";"D324E46C";1;1;1;2;3;0;2;3;0;2;3;3;2;2;3;3;3;2;0;2;2;3;1;3;2;3;3;3;0;3;1;0;3;1;3;2;3;2;1;1;3;3;3;3;3;1;2;2;2;3;3;2;2;3;2;3;3;3;2;3;1;2;3;0;3;1;3;3;0;2;2;3;3;1;3;3;3;0;2;3;1;2;3;1;3;3;3;3;3;3;1;3;3;1;2;1;3;3;0;2;2;3;3;2;3;2;2;2;2;1;2;3;1;2;3;1;3;3;1;3;2;3;1;1;1;2;3;3;1;2;3;2;3;2;3;3;2;3;0;1;0;1;1;3;3;3;2;3;2;3;1;1;1;1;1;1;1;3;1;3;3;3;3;3;3;3;3;3;2;2;1;1;2;2;3;3;3;3;2;3;1;0;1;1;0;2;3;2;0;2;3;3;3;3;3;3;1;3;1;2;1;2;2;1;2;1;1;3;3;3;1;0;3;1;1;2;3;3;0;2;2;1;2;2;3;3;3;3;0;1;2;2;1;1;3;0;1;0;3;3;1;0;3;1;0;0;3;2;1;3;3;3;2;2;3;3;1;2;2;1;2;1;2;3;2;3;2;3;3;3;1;2;1;2;1;1;3;2;0;2;3;2;2;1;3;3;1;2;2;1;3;2;2;3;2;3;2;3;0;3
"study3";"D365E029";1;2;1;1;2;1;2;3;2;2;2;1;3;3;3;3;3;3;2;2;2;2;2;1;3;2;3;2;2;2;1;0;2;2;3;2;3;2;2;1;1;2;3;3;3;3;2;2;2;1;2;1;2;2;3;3;3;3;3;3;1;2;2;1;1;2;3;3;3;2;2;3;2;3;3;2;2;3;1;1;2;2;2;1;3;1;2;3;1;2;1;3;2;2;1;0;3;2;2;3;3;2;2;1;3;2;2;3;1;1;2;2;2;1;3;1;3;3;3;3;3;1;1;1;2;1;2;3;2;2;3;1;2;3;3;2;1;3;1;1;1;2;1;2;3;3;3;3;3;3;1;2;0;2;1;0;3;3;2;3;3;2;2;2;3;3;3;3;2;1;2;2;1;2;3;3;3;3;3;3;1;3;1;1;2;1;3;3;1;2;3;3;3;0;3;3;2;2;2;2;1;2;2;1;3;2;3;2;3;3;0;1;2;2;3;1;3;2;2;3;3;3;3;3;3;3;3;3;1;1;3;2;2;1;3;3;2;3;3;3;0;1;2;0;1;1;3;2;2;2;1;2;3;1;3;2;2;3;2;1;3;2;3;3;3;3;2;3;2;3;1;1;0;2;1;1;3;1;2;3;1;2;2;2;2;3;3;3;3;0;3;2;2;2;2;3;3;2;3;2
"study3";"D3DE7EA2";2;3;1;0;1;1;1;2;1;2;2;2;3;1;3;2;3;0;2;2;2;2;2;2;3;3;3;1;1;2;2;1;2;3;3;2;3;1;1;1;1;2;2;3;3;1;2;0;1;2;2;2;2;2;2;2;3;0;3;3;2;2;3;1;2;2;3;3;2;1;1;2;2;1;3;2;3;2;3;2;2;2;2;3;2;1;3;3;1;3;2;3;3;2;2;0;3;2;0;2;1;3;3;3;3;2;3;2;2;2;2;1;3;2;3;1;3;3;2;3;3;2;2;1;3;2;3;3;3;2;2;3;0;0;2;2;2;1;2;1;3;3;1;2;1;3;2;3;3;3;1;0;1;2;2;1;3;2;1;3;2;3;3;1;3;3;3;1;2;1;2;2;2;2;3;3;1;3;2;3;1;1;2;1;2;1;3;1;1;2;3;3;3;3;3;2;2;2;2;2;1;1;2;2;2;1;1;2;3;3;1;2;3;3;3;3;3;1;2;2;1;2;2;1;2;2;3;2;2;2;3;2;3;2;3;1;2;1;3;3;2;2;3;3;1;2;3;3;3;3;1;3;2;3;3;2;2;2;3;2;2;2;2;2;2;3;2;3;3;3;2;2;2;3;1;1;3;3;0;2;1;3;3;2;2;2;2;3;2;1;3;3;3;2;2;3;3;3;3;3
"study3";"D5C4971E";2;1;1;3;2;1;3;3;3;3;3;3;3;3;3;3;3;2;3;1;2;2;2;2;3;3;3;3;1;3;2;2;0;3;2;2;3;3;2;3;2;3;3;3;3;3;2;3;1;2;3;2;2;2;2;2;3;3;3;3;2;2;2;0;1;0;3;2;0;3;2;3;3;2;3;2;2;2;1;2;1;2;1;2;2;3;3;3;2;3;2;3;2;3;1;2;3;3;2;2;3;3;3;3;3;2;3;2;0;1;2;2;2;2;2;2;3;3;2;3;2;1;3;0;2;0;3;2;2;3;3;3;3;3;3;2;3;3;0;1;1;2;1;0;2;3;3;2;3;3;3;2;2;2;2;1;2;2;1;2;3;3;3;3;3;2;3;3;2;2;2;2;1;0;2;2;2;3;3;3;0;2;2;2;2;2;3;3;0;1;3;3;3;3;3;2;2;2;0;2;1;1;2;1;2;3;3;3;3;3;2;3;3;3;3;2;3;3;1;2;2;3;3;3;3;2;3;3;0;1;1;2;1;2;2;3;3;3;3;3;0;1;3;2;1;1;3;3;1;2;2;3;3;3;3;2;1;2;1;1;2;2;2;1;2;3;3;3;0;3;1;2;1;3;2;0;2;2;2;3;2;2;2;3;3;3;3;2;2;2;1;2;2;3;3;3;2;3;3;3
"study3";"D683EBD1";1;3;2;1;3;0;1;2;1;1;3;3;3;3;3;3;3;2;2;2;3;2;3;1;2;3;3;3;1;3;3;1;3;1;1;2;1;1;1;2;2;3;3;2;3;3;2;3;2;2;2;2;1;2;2;2;2;3;3;2;2;3;2;1;2;2;1;2;2;2;2;3;2;2;3;3;2;3;1;1;3;2;2;0;1;3;3;3;2;2;2;2;3;3;3;2;2;2;1;2;3;3;3;3;2;3;3;3;1;1;3;3;2;2;2;2;3;2;2;3;3;2;2;1;2;1;3;3;2;2;2;2;3;3;3;3;3;3;2;2;1;2;2;3;2;3;3;2;2;3;2;2;2;2;2;1;3;2;1;3;3;3;3;3;3;3;3;3;2;3;2;2;2;3;2;3;2;2;2;3;1;2;2;1;0;2;3;1;1;2;3;2;3;3;2;3;2;2;2;2;1;1;1;2;2;2;2;2;2;3;2;0;3;2;2;2;2;2;1;2;2;2;2;2;2;2;3;3;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;3;2;3;2;2;2;3;3;3;2;2;3;2;2;3;1;3;2;2;2;2;2;2;1;2;1;1;2;2;1;2;1;2;2;2;2;3;2;3;2;1;2;2;1;2;3;3;3;2;2;2
"study3";"D7391749";1;2;2;2;3;1;2;3;0;1;1;3;3;2;3;2;2;3;3;2;3;3;2;3;3;3;3;3;2;3;1;1;2;2;3;2;1;2;1;2;0;3;3;2;3;3;2;2;2;3;3;2;2;3;3;2;3;3;2;3;1;2;3;1;2;1;2;3;0;3;1;2;3;1;3;2;2;0;1;2;3;2;2;2;3;3;3;3;2;3;2;3;3;2;2;1;1;3;0;2;3;3;2;3;2;3;2;3;1;2;3;2;2;2;3;2;3;3;3;3;2;2;2;1;2;1;3;1;1;3;2;3;1;1;3;2;2;2;1;2;3;2;1;2;2;3;3;3;2;3;3;2;3;2;2;1;3;3;1;3;2;3;2;2;1;2;2;2;1;2;3;2;2;2;2;2;2;3;3;3;1;3;3;2;3;1;3;2;0;2;2;3;2;3;2;2;1;3;0;3;2;1;1;2;3;2;2;3;2;3;1;2;3;3;3;2;3;3;1;2;1;1;2;1;2;3;2;3;0;3;2;2;1;2;3;2;2;2;2;2;1;2;2;1;1;1;2;3;1;2;1;3;2;2;2;2;1;2;2;3;3;3;1;2;2;3;2;3;2;3;1;2;0;2;2;1;2;3;0;2;1;3;2;0;1;2;3;2;0;1;3;0;2;2;3;2;2;2;2;3
"study3";"D7B65D9B";2;3;2;2;3;1;3;3;2;2;2;3;3;1;3;3;3;2;3;3;3;3;3;3;3;3;3;2;3;3;1;1;3;3;3;2;2;3;3;3;2;3;2;1;2;3;3;0;3;3;3;3;3;2;2;1;3;2;3;3;2;3;3;2;3;3;2;3;1;3;2;3;3;0;3;3;3;2;2;3;3;3;3;3;2;2;3;3;2;3;3;3;3;3;3;1;3;3;1;3;3;3;3;0;3;3;3;2;2;3;3;3;3;3;2;3;3;3;3;3;2;3;3;2;3;2;3;3;3;3;3;3;3;0;3;3;3;3;2;3;3;3;2;3;2;3;3;2;3;3;2;2;2;3;3;1;3;3;2;3;3;3;3;0;1;2;3;3;2;3;3;2;3;3;2;3;3;3;3;3;2;2;2;2;3;3;3;3;2;3;3;3;2;1;3;3;3;3;3;3;3;2;2;3;2;3;3;3;3;3;2;1;3;3;3;3;3;3;2;3;3;3;3;1;2;3;3;3;2;2;3;3;3;3;3;2;3;2;2;3;2;2;3;3;3;3;3;2;2;3;3;3;2;0;3;3;2;3;3;3;3;3;3;3;2;3;3;2;2;3;3;3;2;3;1;2;3;3;1;3;1;3;2;0;2;2;3;3;3;1;3;3;3;3;2;2;3;3;3;3
"study3";"D8E5FC04";0;0;0;2;0;0;2;2;0;1;1;3;3;2;3;2;2;0;3;3;3;3;2;2;3;3;3;1;0;2;0;0;1;2;1;0;3;3;2;3;0;2;3;3;3;3;3;0;2;2;3;3;2;2;3;2;2;3;3;3;0;1;1;2;1;0;3;2;2;3;0;3;2;2;3;1;2;0;2;3;3;3;1;0;1;2;2;3;1;0;0;2;1;2;3;0;3;3;2;3;3;2;3;2;3;3;3;3;2;1;3;1;2;1;1;2;3;2;0;3;0;0;1;2;0;1;1;3;1;3;2;3;0;3;3;2;3;3;1;3;2;3;1;2;0;2;3;2;3;3;0;0;0;2;0;0;3;3;2;3;0;1;3;3;3;2;2;2;3;3;3;3;2;1;2;1;2;3;0;3;0;0;0;1;1;0;3;3;1;2;1;2;2;2;3;2;3;2;1;3;3;1;2;2;3;2;1;2;2;3;2;1;1;3;3;1;3;3;2;2;1;1;3;2;3;2;3;3;1;2;1;2;2;3;2;2;1;2;2;2;0;0;2;2;1;0;3;2;2;3;1;2;3;2;3;2;3;3;2;3;3;3;2;3;0;3;3;3;1;2;1;1;1;2;1;0;3;3;3;3;0;2;2;1;3;3;3;3;2;0;3;2;2;2;1;2;3;2;1;3
"study3";"D911B6A1";3;2;1;0;1;2;3;3;1;1;1;3;3;3;2;1;1;1;2;2;3;2;2;3;2;3;2;3;2;2;1;0;2;0;2;1;2;1;1;1;0;3;2;2;2;0;2;0;1;2;3;3;3;3;1;0;3;3;3;2;1;1;2;0;2;1;2;2;1;0;0;3;2;1;2;1;2;1;2;3;3;1;2;1;2;2;2;3;2;2;1;2;3;1;2;1;2;1;1;1;1;2;2;2;2;1;2;3;1;1;3;3;3;2;2;1;2;2;2;2;1;2;2;1;2;1;2;2;1;1;1;2;3;3;3;1;0;0;1;1;2;1;1;2;2;2;2;2;2;3;1;1;1;1;2;1;2;1;1;1;0;2;2;2;2;1;1;1;2;0;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;3;1;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;1;1;1;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;0;2;1;1;0;0;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;2;2;2;2
"study3";"DA41D213";2;2;1;2;2;1;2;2;2;1;2;2;1;2;2;2;2;2;3;3;3;3;2;3;3;3;3;2;1;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;3;3;3;2;2;2;2;2;2;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;1;2;1;2;3;3;2;3;3;3;3;3;1;2;2;1;2;2;2;2;3;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;2;0;2;2;2;2;2;2;2;3;3;3;2;2;3;2;2;2;2;2;1;2;2;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;2;2;2;2;2;1;1;2;2;1;2;2;1;1;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;2;0;2;2;2;1;1;3;1;2;1;2;1;2;2;3;3;3;1;2;2;3;2;3;3;3;3;3;3;2;2;2;3;3;2;1;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;1;2;2;2;3;2
"study3";"DA8E8D7D";3;2;2;3;3;3;1;1;0;0;3;3;3;2;1;3;2;0;3;3;3;3;3;3;3;3;2;1;0;1;2;1;3;1;3;3;2;1;1;0;1;2;3;3;2;2;3;2;2;3;1;3;2;3;2;2;1;2;2;1;3;3;3;1;2;3;0;1;3;1;3;3;3;0;1;3;3;0;2;3;3;3;3;3;0;2;3;0;1;1;1;1;3;2;3;3;2;1;0;2;3;2;3;0;2;3;3;2;2;3;3;3;3;3;0;1;2;2;1;2;1;2;1;2;1;3;1;1;3;3;2;2;3;0;2;3;3;3;3;3;3;3;2;2;2;2;2;0;2;2;1;3;3;1;3;2;2;1;3;3;3;3;3;1;2;3;3;3;3;3;3;3;3;2;1;1;1;2;1;1;2;3;1;0;2;3;1;1;3;1;2;3;3;1;1;3;3;3;3;3;1;3;3;3;1;1;0;1;3;2;3;3;3;3;2;3;2;1;2;2;2;1;3;0;1;3;3;3;3;3;3;3;3;3;3;1;2;1;2;2;2;2;2;1;2;3;3;0;2;3;2;2;2;0;1;3;3;2;3;3;3;3;3;3;0;2;2;1;1;3;2;3;3;2;2;3;2;1;1;3;1;3;2;0;2;3;3;3;3;2;3;3;3;2;2;3;2;1;2;2
"study3";"DAD5CB9D";2;2;2;1;1;2;1;2;0;1;2;2;1;1;2;1;3;1;2;1;3;3;2;3;1;3;3;2;1;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;1;1;3;3;2;2;2;1;3;2;2;3;2;2;2;2;1;2;3;2;2;1;1;1;2;2;2;2;1;2;2;2;3;2;3;3;2;2;2;3;3;2;2;1;2;2;2;3;1;1;2;1;1;2;2;2;3;1;1;2;2;1;2;2;2;2;1;2;2;2;3;2;2;2;2;2;1;2;2;1;2;0;1;2;3;3;1;0;2;2;0;1;0;2;2;1;2;2;3;3;3;3;2;2;3;2;3;2;3;3;3;2;2;1;2;2;2;3;2;2;2;2;1;3;2;2;2;2;2;3;2;2;3;2;2;2;2;1;3;3;1;1;2;2;2;2;3;3;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;1;2;1;2;2;1;2;1;2;2;1;1;3;2;2;2;2;2;3;3;2;2;2;2;3;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;3;1;3;3;2;2;1;2;2;2;3;3;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;3;2;1;3;2;2;3;1;2;2;2;1;2
"study3";"DD0DBEB0";1;1;1;2;2;2;1;3;2;2;2;2;3;3;3;3;3;3;2;2;2;1;1;3;2;3;3;2;1;2;2;2;2;2;2;2;2;3;3;3;1;3;3;3;3;3;3;2;2;2;2;2;2;2;3;1;1;2;1;3;1;2;2;1;2;2;3;3;3;3;3;3;3;3;3;3;3;2;1;2;2;2;2;2;2;2;2;3;2;1;1;2;3;1;3;2;2;3;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;2;0;2;3;2;2;2;2;1;1;2;1;2;2;3;1;2;2;3;3;3;3;2;2;2;1;2;2;3;2;2;1;2;2;2;1;2;1;1;1;2;2;1;2;3;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;1;1;2;1;1;2;1;1;2;3;2;2;2;2;3;1;1;1;2;3;3;3;3;3;1;2;2;2;2;2;1;1;1;1;1;2;1;1;2;3;1;1;2;2;2;2;3;2;2;3;3;3;3;2;2;2;2;3;1;2;1;3;2;2;2;2;1;2;0;2;2;1;2;2;1;2;1;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2
"study3";"DD57902E";3;0;0;1;2;0;3;1;3;3;3;1;3;3;2;3;3;2;3;0;3;2;3;3;1;1;2;2;0;3;2;3;2;2;2;3;3;2;3;2;3;2;3;3;3;3;3;2;2;2;2;3;2;2;0;0;2;1;2;2;0;0;3;3;3;3;2;2;3;3;3;3;1;2;2;1;3;2;2;2;2;3;3;3;1;2;2;3;0;1;0;2;2;2;2;2;2;2;2;2;2;1;3;3;2;3;3;3;2;2;3;3;2;3;0;0;1;1;1;1;0;3;0;3;2;3;2;2;3;3;2;1;2;3;2;2;3;2;3;2;1;3;1;2;0;2;1;1;1;2;1;1;0;1;3;1;2;1;3;2;2;2;2;2;2;2;2;2;3;1;2;3;3;1;1;1;1;1;1;2;3;1;0;0;3;2;2;2;2;3;2;2;3;3;2;2;3;3;3;2;1;3;3;3;0;1;1;0;1;2;1;2;2;2;1;1;2;2;3;3;3;3;2;1;1;2;3;2;3;2;2;3;3;3;1;0;0;0;1;2;3;0;2;2;2;1;2;0;3;3;3;2;3;3;3;2;3;2;3;2;2;3;3;3;0;1;2;1;2;1;1;1;3;2;1;1;3;2;3;3;3;2;3;1;1;2;3;3;3;1;2;3;3;2;3;0;3;0;0;2
"study3";"DD5BCC0D";2;3;2;2;3;2;1;1;2;2;2;3;1;0;1;2;2;0;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;3;2;2;2;1;2;2;0;1;1;1;1;0;2;2;2;2;2;2;1;2;2;2;0;2;1;2;2;2;2;3;3;2;2;2;0;2;3;0;2;2;2;0;2;2;2;2;2;2;1;1;3;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;3;2;2;2;2;1;3;2;1;3;2;1;2;3;2;3;2;1;2;2;2;2;3;3;3;0;0;1;1;2;2;2;3;3;3;2;2;1;2;3;2;1;3;2;2;3;2;2;2;2;2;2;3;3;3;2;0;2;2;3;3;2;2;2;3;2;0;2;1;0;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;2;2;2;1;2;1;0;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;1
"study3";"DD95537D";2;1;0;0;3;0;0;1;0;0;1;1;0;2;3;3;2;0;2;1;3;2;2;2;1;2;2;2;1;2;1;1;1;2;3;3;2;0;2;1;0;0;1;3;1;2;3;2;1;2;2;3;3;2;2;3;2;3;2;2;1;2;2;1;2;2;1;0;2;1;2;2;1;2;2;2;3;1;2;2;2;2;2;3;2;3;2;2;0;2;1;2;1;1;3;2;1;1;0;2;1;1;1;3;2;1;2;2;2;3;3;2;3;2;1;2;2;2;2;2;1;2;0;2;2;2;1;0;2;1;2;0;1;3;2;2;2;2;2;2;3;3;3;2;2;2;3;2;3;2;1;1;3;2;2;2;2;0;3;2;1;1;2;3;2;2;3;2;2;1;3;3;3;2;1;1;1;2;2;2;1;2;0;1;2;1;2;0;1;1;1;1;2;3;1;2;3;2;2;2;2;2;3;2;2;1;1;2;3;1;1;2;1;2;2;3;1;1;1;1;1;0;1;1;1;1;2;3;2;3;2;3;3;2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;1;2;1;1;2;2;1;2;2;2;2;2;2;3;2;2;1;2;2;2;2;2;1;2;1;1;2;1;2;0;0;2;0;1;2;1;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1
"study3";"DDFC32FC";2;1;1;0;2;0;0;0;1;1;2;2;2;2;3;2;3;2;3;3;3;3;3;3;3;3;3;2;1;3;1;1;1;2;2;2;2;1;1;1;1;2;1;2;3;0;3;1;2;3;3;3;3;3;0;3;2;3;3;3;0;1;2;0;2;1;2;2;2;2;1;2;2;0;3;1;3;1;2;3;3;3;2;3;3;3;3;3;2;2;0;2;1;1;2;2;3;1;0;1;2;2;2;1;2;1;1;2;2;2;3;3;3;3;3;2;3;3;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;3;1;1;2;2;3;3;3;2;3;2;3;2;2;3;3;1;3;2;2;2;0;3;1;2;2;2;2;1;1;2;1;1;2;2;3;3;3;3;3;2;2;2;2;2;3;0;3;1;0;2;1;2;0;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;1;2;3;2;2;2;2;1;2;2;2;1;1;2;1;2;2;2;3;3;3;1;2;3;3;2;3;3;3;1;2;2;1;2;1;2;1;0;2;0;3;2;0;2;1;2;2;2;1;2;2;2;2;2;3;3;3;2;2
"study3";"DE277AAC";2;3;1;2;2;1;2;3;2;3;2;2;3;2;1;3;3;2;2;2;2;2;3;2;1;2;2;1;2;2;2;1;3;2;0;2;3;3;2;1;2;3;3;3;2;2;3;1;2;2;2;2;3;2;1;1;2;2;2;3;2;3;3;2;2;1;3;3;2;3;2;3;2;3;1;3;3;1;3;2;1;3;2;1;1;2;2;3;1;1;2;2;3;2;2;1;3;2;1;3;3;3;3;2;2;3;3;2;1;2;2;2;2;1;1;1;2;1;1;2;3;1;1;2;1;2;2;2;1;3;2;2;1;2;2;2;1;2;2;1;2;1;2;1;1;2;2;1;1;1;2;1;2;2;1;1;3;3;2;3;2;3;3;3;3;3;3;3;3;2;2;3;1;1;2;2;1;2;1;3;1;1;2;3;0;2;3;3;2;2;2;3;3;2;3;3;2;2;2;2;2;1;2;1;2;2;2;1;1;2;1;1;3;3;1;2;3;3;2;2;2;2;2;3;3;3;3;2;2;2;1;2;2;2;1;1;1;1;2;2;1;2;2;1;1;2;2;1;2;2;3;2;2;1;3;3;2;3;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;1;2;2;2;1;3;1;3;2;1;3;3;3;2;2;1;3;2;2;2;1;2;2;2;1;2
